REGION,TECHNOLOGY,COMMODITY,MODE_OF_OPERATION,YEAR,VALUE
RE1,DEMRESBIO,BIO,1,2021,1.0
RE1,DEMRESBIO,BIO,1,2022,1.0
RE1,DEMRESBIO,BIO,1,2023,1.0
RE1,DEMRESBIO,BIO,1,2024,1.0
RE1,DEMRESBIO,BIO,1,2025,1.0
RE1,DEMRESBIO,BIO,1,2026,1.0
RE1,DEMRESBIO,BIO,1,2027,1.0
RE1,DEMRESBIO,BIO,1,2028,1.0
RE1,DEMRESBIO,BIO,1,2029,1.0
RE1,DEMRESBIO,BIO,1,2030,1.0
RE1,DEMRESBIO,BIO,1,2031,1.0
RE1,DEMRESBIO,BIO,1,2032,1.0
RE1,DEMRESBIO,BIO,1,2033,1.0
RE1,DEMRESBIO,BIO,1,2034,1.0
RE1,DEMRESBIO,BIO,1,2035,1.0
RE1,DEMRESBIO,BIO,1,2036,1.0
RE1,DEMRESBIO,BIO,1,2037,1.0
RE1,DEMRESBIO,BIO,1,2038,1.0
RE1,DEMRESBIO,BIO,1,2039,1.0
RE1,DEMRESBIO,BIO,1,2040,1.0
RE1,DEMRESBIO,BIO,1,2041,1.0
RE1,DEMRESBIO,BIO,1,2042,1.0
RE1,DEMRESBIO,BIO,1,2043,1.0
RE1,DEMRESBIO,BIO,1,2044,1.0
RE1,DEMRESBIO,BIO,1,2045,1.0
RE1,DEMRESBIO,BIO,1,2046,1.0
RE1,DEMRESBIO,BIO,1,2047,1.0
RE1,DEMRESBIO,BIO,1,2048,1.0
RE1,DEMRESBIO,BIO,1,2049,1.0
RE1,DEMRESBIO,BIO,1,2050,1.0
RE1,DEMINDCOA,COA,1,2020,1.0
RE1,DEMINDCOA,COA,1,2021,1.0
RE1,DEMINDCOA,COA,1,2022,1.0
RE1,DEMINDCOA,COA,1,2023,1.0
RE1,DEMINDCOA,COA,1,2024,1.0
RE1,DEMINDCOA,COA,1,2025,1.0
RE1,DEMINDCOA,COA,1,2026,1.0
RE1,DEMINDCOA,COA,1,2027,1.0
RE1,DEMINDCOA,COA,1,2028,1.0
RE1,DEMINDCOA,COA,1,2029,1.0
RE1,DEMINDCOA,COA,1,2030,1.0
RE1,DEMINDCOA,COA,1,2031,1.0
RE1,DEMINDCOA,COA,1,2032,1.0
RE1,DEMINDCOA,COA,1,2033,1.0
RE1,DEMINDCOA,COA,1,2034,1.0
RE1,DEMINDCOA,COA,1,2035,1.0
RE1,DEMINDCOA,COA,1,2036,1.0
RE1,DEMINDCOA,COA,1,2037,1.0
RE1,DEMINDCOA,COA,1,2038,1.0
RE1,DEMINDCOA,COA,1,2039,1.0
RE1,DEMINDCOA,COA,1,2040,1.0
RE1,DEMINDCOA,COA,1,2041,1.0
RE1,DEMINDCOA,COA,1,2042,1.0
RE1,DEMINDCOA,COA,1,2043,1.0
RE1,DEMINDCOA,COA,1,2044,1.0
RE1,DEMINDCOA,COA,1,2045,1.0
RE1,DEMINDCOA,COA,1,2046,1.0
RE1,DEMINDCOA,COA,1,2047,1.0
RE1,DEMINDCOA,COA,1,2048,1.0
RE1,DEMINDCOA,COA,1,2049,1.0
RE1,DEMINDCOA,COA,1,2050,1.0
RE1,LNDTEFHR,LND,1,2020,1.0
RE1,LNDTEFHR,LND,1,2021,1.0
RE1,LNDTEFHR,LND,1,2022,1.0
RE1,LNDTEFHR,LND,1,2023,1.0
RE1,LNDTEFHR,LND,1,2024,1.0
RE1,LNDTEFHR,LND,1,2025,1.0
RE1,LNDTEFHR,LND,1,2026,1.0
RE1,LNDTEFHR,LND,1,2027,1.0
RE1,LNDTEFHR,LND,1,2028,1.0
RE1,LNDTEFHR,LND,1,2029,1.0
RE1,LNDTEFHR,LND,1,2030,1.0
RE1,LNDTEFHR,LND,1,2031,1.0
RE1,LNDTEFHR,LND,1,2032,1.0
RE1,LNDTEFHR,LND,1,2033,1.0
RE1,LNDTEFHR,LND,1,2034,1.0
RE1,LNDTEFHR,LND,1,2035,1.0
RE1,LNDTEFHR,LND,1,2036,1.0
RE1,LNDTEFHR,LND,1,2037,1.0
RE1,LNDTEFHR,LND,1,2038,1.0
RE1,LNDTEFHR,LND,1,2039,1.0
RE1,LNDTEFHR,LND,1,2040,1.0
RE1,LNDTEFHR,LND,1,2041,1.0
RE1,LNDTEFHR,LND,1,2042,1.0
RE1,LNDTEFHR,LND,1,2043,1.0
RE1,LNDTEFHR,LND,1,2044,1.0
RE1,LNDTEFHR,LND,1,2045,1.0
RE1,LNDTEFHR,LND,1,2046,1.0
RE1,LNDTEFHR,LND,1,2047,1.0
RE1,LNDTEFHR,LND,1,2048,1.0
RE1,LNDTEFHR,LND,1,2049,1.0
RE1,LNDTEFHR,LND,1,2050,1.0
RE1,LNDTEFHR,WTRPRC,1,2020,0.892
RE1,LNDTEFHR,WTRPRC,1,2021,0.892
RE1,LNDTEFHR,WTRPRC,1,2022,0.892
RE1,LNDTEFHR,WTRPRC,1,2023,0.892
RE1,LNDTEFHR,WTRPRC,1,2024,0.892
RE1,LNDTEFHR,WTRPRC,1,2025,0.892
RE1,LNDTEFHR,WTRPRC,1,2026,0.892
RE1,LNDTEFHR,WTRPRC,1,2027,0.892
RE1,LNDTEFHR,WTRPRC,1,2028,0.892
RE1,LNDTEFHR,WTRPRC,1,2029,0.892
RE1,LNDTEFHR,WTRPRC,1,2030,0.892
RE1,LNDTEFHR,WTRPRC,1,2031,0.892
RE1,LNDTEFHR,WTRPRC,1,2032,0.892
RE1,LNDTEFHR,WTRPRC,1,2033,0.892
RE1,LNDTEFHR,WTRPRC,1,2034,0.892
RE1,LNDTEFHR,WTRPRC,1,2035,0.892
RE1,LNDTEFHR,WTRPRC,1,2036,0.892
RE1,LNDTEFHR,WTRPRC,1,2037,0.892
RE1,LNDTEFHR,WTRPRC,1,2038,0.892
RE1,LNDTEFHR,WTRPRC,1,2039,0.892
RE1,LNDTEFHR,WTRPRC,1,2040,0.892
RE1,LNDTEFHR,WTRPRC,1,2041,0.892
RE1,LNDTEFHR,WTRPRC,1,2042,0.892
RE1,LNDTEFHR,WTRPRC,1,2043,0.892
RE1,LNDTEFHR,WTRPRC,1,2044,0.892
RE1,LNDTEFHR,WTRPRC,1,2045,0.892
RE1,LNDTEFHR,WTRPRC,1,2046,0.892
